ID,state,name,latitude,longitude,elev
US1COWE0340,CO,KERSEY 4.5 E,40.3868,-104.4735,1389.3
US1COWE0341,CO,ROGGEN 4.6 SSE,40.1087,-104.3383,1461.8
US1COWE0342,CO,GREELEY 3.9 ESE,40.4035,-104.6738,1417.9
US1COWE0343,CO,GREELEY 1.5 ESE,40.4139,-104.7164,1448.7
US1COWE0344,CO,GREELEY 3.1 E,40.4258,-104.6846,1416.1
US1COWE0345,CO,NUNN 1.2 ENE,40.7106,-104.7595,1585.6
US1COWE0348,CO,PIERCE 3.5 E,40.6255,-104.6876,1517.9
US1COWE0349,CO,MILLIKEN 3.2 NNW,40.3606,-104.8746,1488.9
US1COWE0350,CO,WINDSOR 0.8 SSW,40.4739,-104.9106,1461.2
US1COWE0355,CO,KEENESBURG 6.5 SSE,40.0222,-104.4697,1506.6
US1COWE0357,CO,GREELEY 3.9 WNW,40.4417,-104.8128,1437.1
US1COWE0359,CO,WINDSOR 1.8 NNW,40.5087,-104.9219,1477.1
US1COWE0360,CO,GREELEY 0.3 WNW,40.4223,-104.7489,1462.7
US1COWE0364,CO,FREDERICK 2.0 NW,40.1213,-104.9743,1501.4
US1COWE0367,CO,GILL 3.8 NE,40.4868,-104.4754,1422.5
US1COWE0371,CO,FREDERICK 0.5 ENE,40.1078,-104.9337,1519.4
US1COWE0372,CO,EVANS 2.0 WSW,40.3691,-104.733,1444.8
US1COWE0374,CO,MILLIKEN 1.3 WSW,40.3072,-104.8733,1475.8
US1COWE0376,CO,SEVERANCE 0.9 ESE,40.5199,-104.8334,1492.6
US1COWE0380,CO,KERSEY 0.3 NNE,40.3901,-104.5583,1407.6
US1COWE0382,CO,GREELEY 2.0 ESE,40.41,-104.7094,1457.2
US1COWE0387,CO,LOCHBUIE 1.6 WSW,40.0022,-104.749,1557.8
US1COWE0388,CO,FREDERICK 1.1 SE,40.0923,-104.93,1534.7
US1COWE0389,CO,FORT LUPTON 0.5 NE,40.0905,-104.7986,1501.1
US1COWE0392,CO,ERIE 0.5 SE,40.0235,-105.0393,1564.2
US1COWE0393,CO,ERIE 2.4 N,40.0638,-105.0441,1543.8
US1COWE0394,CO,NEW RAYMER 9.4 W,40.6124,-103.959,1500.2
US1COWE0397,CO,EATON 4.3 ENE,40.5386,-104.6299,1482.9
US1COWE0398,CO,KEENESBURG 3.7 S,40.0549,-104.5132,1521.6
US1COWE0400,CO,KEENESBURG 2.9 E,40.1015,-104.4651,1467.6
US1COWE0401,CO,KEENESBURG 2.8 ENE,40.1253,-104.4701,1482.5
US1COWE0406,CO,GILL 2.1 NE,40.4748,-104.5078,1420.4
US1COWE0409,CO,NUNN 6.5 NE,40.765,-104.6864,1590.4
US1COWE0412,CO,AULT 2.7 ENE,40.597,-104.6837,1496.6
US1COWE0413,CO,LONGMONT 5.3 NE,40.2353,-105.0528,1589.5
US1COWE0414,CO,GREELEY 0.5 WNW,40.4242,-104.7535,1457.2
US1COWE0417,CO,GREELEY 1.6 S,40.3987,-104.7468,1478.3
US1COWE0423,CO,EATON 0.8 WNW,40.5291,-104.725,1476.8
US1COWE0424,CO,GREELEY 1.7 ESE,40.4121,-104.714,1453.6
US1COWE0428,CO,GREELEY 2.4 WSW,40.4034,-104.7833,1486.8
US1COWE0429,CO,EATON 4.1 ENE,40.5546,-104.6422,1482.2
US1COWE0430,CO,GREELEY 2.0 E,40.4217,-104.7057,1427.4
US1COWE0432,CO,GREELEY 2.4 E,40.4181,-104.6984,1427.1
US1COWE0433,CO,GREELEY 4.7 SSW,40.3547,-104.7638,1432
US1COWE0434,CO,GREELEY 2.1 S,40.3908,-104.7497,1490.5
US1COWE0436,CO,NUNN 4.8 E,40.7052,-104.6886,1556.3
US1COWE0441,CO,EATON 1.8 SE,40.5088,-104.6825,1460
US1COWE0442,CO,GREELEY 2.2 S,40.3902,-104.7456,1485.9
US1COWE0446,CO,MILLIKEN 2.7 NNW,40.353,-104.8703,0
US1COWE0447,CO,KERSEY 1.3 WSW,40.3802,-104.5842,1415.2
US1COWE0448,CO,WINDSOR 1.0 SSE,40.4711,-104.9002,1462.1
US1COWE0450,CO,DACONO 0.4 NNW,40.0815,-104.9459,1537.4
US1COWE0455,CO,NEW RAYMER 3.3 WSW,40.6108,-103.8407,1460.9
US1COWE0457,CO,NEW RAYMER 3.4 WSW,40.6095,-103.8415,1459.4
US1COWE0462,CO,BRIGGSDALE 0.4 NW,40.6336,-104.3255,1485.3
US1COWE0465,CO,BRIGGSDALE 9.0 NNE,40.7575,-104.2834,1535.3
US1COWE0466,CO,BRIGGSDALE 0.5 WNW,40.6342,-104.3284,1483.5
US1COWE0468,CO,GROVER 9.4 WSW,40.8149,-104.3909,1554.8
US1COWE0475,CO,PIERCE 0.2 NW,40.6354,-104.7573,1537.4
US1COWE0478,CO,PADRONI 24.6 WNW,40.8905,-103.6121,1379.8
US1COWE0480,CO,KERSEY 6.9 ESE,40.3484,-104.4383,1391.4
US1COWE0482,CO,SEVERANCE 0.5 SW,40.5181,-104.8579,1497.5
US1COWE0484,CO,MEAD 0.9 W,40.2342,-105.0054,1541.1
US1COWE0485,CO,FORT LUPTON 1.2 SSW,40.0684,-104.8125,1501.7
US1COWE0489,CO,JOHNSTOWN 0.7 WNW,40.3401,-104.9234,1491.4
US1COWE0495,CO,JOHNSTOWN 1.9 W,40.3399,-104.9468,1510.6
US1COWE0498,CO,SEVERANCE 3.5 N,40.5726,-104.8464,1534.7
US1COWE0505,CO,GREELEY 4.3 S,40.3605,-104.759,1444.4
US1COWE0507,CO,WINDSOR 3.0 SSE,40.4429,-104.8953,1450.5
US1COWE0511,CO,ERIE 1.5 NNE,40.0486,-105.0333,1557.8
US1COWE0515,CO,GREELEY 8.5 ESE,40.3784,-104.5922,1416.4
US1COWE0517,CO,EVANS 0.6 W,40.3786,-104.7076,1437.4
US1COWE0522,CO,GREELEY 1.2 NW,40.4317,-104.7611,1451.5
US1COYU0002,CO,LIBERTY 7 SW,39.6161,-102.7445,1328
US1COYU0007,CO,WRAY 5 NW,40.1029,-102.3123,1115.9
US1COYU0009,CO,IDALIA 2 NE,39.7106,-102.2532,1200
US1COYU0010,CO,LIBERTY 0.1 SE,39.6549,-102.6259,1289.9
US1COYU0012,CO,LIBERTY 9 NW,39.7666,-102.7004,1300.9
US1COYU0016,CO,WRAY 2 E,40.0816,-102.2673,1083.9
US1COYU0017,CO,WRAY 16 N,40.3071,-102.2752,1132.9
US1COYU0018,CO,WRAY 12 SE,39.9415,-102.0857,1038.1
US1COYU0024,CO,LIBERTY 5.5 NW,39.7041,-102.708,1289
US1COYU0030,CO,BONNY DAM 2NE,39.6568,-102.1205,1138.1
US1COYU0031,CO,JOES 2SE,39.6452,-102.6466,1295.1
US1COYU0032,CO,IDALIA,39.7041,-102.2929,1211
US1COYU0033,CO,YUMA,40.1234,-102.7208,1257
US1COYU0037,CO,WRAY .92 ENE,40.0823,-102.2081,1075
US1COYU0043,CO,WRAY .4 S,40.0692,-102.2217,1115
US1COYU0048,CO,VERNON 7.1 S,39.8438,-102.3241,1177.1
US1COYU0052,CO,WRAY 19 NNE,40.3454,-102.1418,1106.1
US1COYU0053,CO,WRAY 5.0 WSW,40.061,-102.3171,1108.9
US1COYU0058,CO,WRAY 1.1 WSW,40.0757,-102.2453,1078.1
US1COYU0059,CO,KIRK 6.2 E,39.6142,-102.4833,1261
US1COYU0060,CO,ECKLEY 0.4 NW,40.1163,-102.4922,1182.9
US1COYU0061,CO,WRAY 0.2 N,40.0817,-102.2263,1083
US1COYU0062,CO,VERNON 3.6 NNE,39.9774,-102.2507,1164
US1COYU0066,CO,ALVIN 3.1 N,40.3523,-102.0792,1099.7
US1COYU0068,CO,WRAY 4.2 NNE,40.1369,-102.1981,1122.3
US1COYU0072,CO,YUMA 3.1 WNW,40.1473,-102.7752,1270.4
US1COYU0073,CO,JOES 3.2 SSW,39.6093,-102.7089,1317.3
US1COYU0076,CO,YUMA 7.7 SE,40.0597,-102.6055,1234.1
US1COYU0078,CO,CLARKVILLE 5.7 E,40.384,-102.5115,1189.9
US1COYU0081,CO,WRAY 9.6 NNW,40.2055,-102.3015,1148.8
US1COYU0082,CO,VERNON 6.4 WSW,39.896,-102.3921,1200.6
US1COYU0106,CO,WRAY 5.7 SSW,40.003,-102.2647,1159.2
US1COYU0127,CO,IDALIA 0.5 NE,39.7046,-102.294,1210.4
US1CTFR0002,CT,DANBURY 2.8 WNW,41.423,-73.5187,256
US1CTFR0003,CT,NEW CANAAN 1.9 ENE,41.1486,-73.4591,71.6
US1CTFR0005,CT,DARIEN 3.6 N,41.1028,-73.4893,60
US1CTFR0008,CT,STRATFORD 0.8 N,41.2151,-73.1283,34.1
US1CTFR0009,CT,BROOKFIELD 3.3 SSE,41.4406,-73.3904,146
US1CTFR0012,CT,STAMFORD 3.3 NW,41.1306,-73.5961,98.8
US1CTFR0016,CT,DANBURY 0.5 W,41.4017,-73.481,188.7
US1CTFR0020,CT,WESTPORT 2.5 ENE,41.1328,-73.3003,9.4
US1CTFR0022,CT,STAMFORD 2.6 SSW,41.0641,-73.577,36.6
US1CTFR0023,CT,SHELTON 1.3 W,41.3053,-73.1635,154.5
US1CTFR0024,CT,RIDGEFIELD 3.7 NNE,41.3237,-73.4752,154.8
US1CTFR0025,CT,NORWALK 2.9 NNW,41.1303,-73.4483,65.8
US1CTFR0027,CT,STRATFORD 2.1 NNW,41.2322,-73.1443,55.8
US1CTFR0029,CT,RIDGEFIELD 1.9 SSE,41.2476,-73.4874,182.9
US1CTFR0030,CT,STRATFORD 0.5 WNW,41.2062,-73.14,38.4
US1CTFR0031,CT,NEWTOWN 4.6 SSW,41.3501,-73.343,215.8
US1CTFR0032,CT,MONROE 0.8 W,41.3344,-73.2234,181.7
US1CTFR0035,CT,DARIEN 1.8 ENE,41.0622,-73.4491,4
US1CTFR0037,CT,STAMFORD 0.4 WNW,41.098,-73.56,30.8
US1CTFR0039,CT,STAMFORD 4.2 S,41.0378,-73.5682,6.4
US1CTFR0041,CT,BETHEL 3.5 NNE,41.4215,-73.3982,137.5
US1CTFR0042,CT,MONROE 0.1 SE,41.3319,-73.206,198.1
US1CTFR0043,CT,BETHEL 0.5 E,41.3703,-73.4014,158.8
US1CTFR0044,CT,NEWTOWN 4.3 E,41.408,-73.2328,128
US1CTFR0046,CT,STRATFORD 0.2 ESE,41.2027,-73.1264,7.9
US1CTFR0050,CT,DARIEN 2.8 NW,41.0835,-73.512,26.8
US1CTHR0002,CT,WEST HARTFORD 1.5 SSW,41.7469,-72.763,65.8
US1CTHR0005,CT,ENFIELD 1.5 SE,41.9563,-72.573,35.7
US1CTHR0006,CT,WETHERSFIELD 1.2 WSW,41.6926,-72.6909,57.9
US1CTHR0007,CT,CENTRAL MANCHESTER 2.7 SW,41.7476,-72.5519,87.2
US1CTHR0008,CT,NORTH GRANBY 1.3 ENE,42.0244,-72.8207,135.3
US1CTHR0009,CT,WEST HARTFORD 2.7 NNW,41.8029,-72.7767,103.6
US1CTHR0011,CT,WEST HARTFORD 2.7 SSE,41.7302,-72.7401,35.7
US1CTHR0012,CT,MARLBOROUGH 1.7 W,41.6228,-72.4765,170.7
US1CTHR0015,CT,SOUTHINGTON 3.0 E,41.608,-72.8222,103
US1CTHR0018,CT,BERLIN 2.4 SSE,41.585,-72.7563,120.1
US1CTHR0019,CT,NEWINGTON 0.8 ENE,41.6904,-72.7163,43
US1CTHR0022,CT,EAST HARTFORD 1.3 E,41.7572,-72.5916,25.3
US1CTHR0023,CT,SOUTHINGTON 0.9 SSE,41.5846,-72.8688,64.6
US1CTHR0024,CT,COLLINSVILLE 0.9 NW,41.8268,-72.9372,168.2
US1CTHR0028,CT,NORTH CANTON 0.8 SSW,41.8851,-72.8973,196.9
US1CTHR0029,CT,SIMSBURY CENTER 0.8 S,41.8712,-72.8112,68.9
US1CTHR0031,CT,BRISTOL 2.7 WNW,41.7014,-72.9853,246
US1CTHR0034,CT,GRANBY 0.8 W,41.953,-72.8047,71
US1CTHR0035,CT,WEATOGUE 0.7 E,41.8442,-72.8153,55.2
US1CTHR0036,CT,WEST HARTFORD 1.1 W,41.7674,-72.7758,107.9
US1CTHR0039,CT,FARMINGTON 1.6 SW,41.7169,-72.8122,134.4
US1CTHR0040,CT,GLASTONBURY CENTER 4.0 ENE,41.7229,-72.5284,124.1
US1CTHR0045,CT,WETHERSFIELD 1.9 SSW,41.6746,-72.6827,47.5
US1CTHR0049,CT,WEST HARTFORD 1.1 W,41.7674,-72.7758,0
US1CTHR0050,CT,HARTFORD 1.5 S,41.7435,-72.6814,26.2
US1CTHR0051,CT,WETHERSFIELD 1.3 S,41.6823,-72.668,29.6
US1CTHR0052,CT,CENTRAL MANCHESTER 0.8 N,41.7917,-72.5192,63.1
US1CTLT0003,CT,WINSTED 0.7 SE,41.921,-73.055,264
US1CTLT0004,CT,NEW HARTFORD 3.8 W,41.8741,-73.047,312.1
US1CTLT0005,CT,WINSTED 2.6 NNW,41.961,-73.09,353.6
US1CTLT0007,CT,LITCHFIELD 2.3 NNE,41.7744,-73.169,330.1
US1CTLT0010,CT,WATERTOWN 1.1 WSW,41.5995,-73.1378,245.7
US1CTLT0014,CT,WATERTOWN 0.5 S,41.5991,-73.1166,178.9
US1CTLT0015,CT,COLEBROOK 1.0 NE,42.002,-73.0825,270.7
US1CTLT0017,CT,THOMASTON 1.2 N,41.6917,-73.0761,248.4
US1CTLT0018,CT,NEW HARTFORD CENTER 1.5 N,41.9016,-72.9783,181.4
US1CTLT0020,CT,WARREN 2.4 WNW,41.7549,-73.3928,331.6
US1CTMD0001,CT,EAST HAMPTON 0.6 NE,41.5779,-72.4866,148.1
US1CTMD0002,CT,PORTLAND 0.9 S,41.5709,-72.626,23.2
US1CTMD0005,CT,WESTBROOK CENTER 1.1 N,41.2965,-72.4413,10.7
US1CTMD0008,CT,EAST HAMPTON 2.5 WSW,41.5537,-72.537,147.8
US1CTMD0011,CT,WESTBROOK CENTER 1.5 NE,41.2977,-72.4276,36.9
US1CTMD0012,CT,MIDDLETOWN 3.1 WNW,41.5726,-72.7048,86.9
US1CTMD0015,CT,CLINTON 3.5 N,41.3264,-72.5326,61
US1CTNH0002,CT,HAMDEN 0.5 W,41.4084,-72.8632,24.7
US1CTNH0003,CT,HAMDEN 3.8 SW,41.35,-72.9391,26.5
US1CTNH0005,CT,MADISON CENTER 1.8 W,41.2747,-72.6355,9.8
US1CTNH0006,CT,PROSPECT 1.8 NW,41.5113,-73.0106,219.8
US1CTNH0009,CT,MILFORD 2.9 ESE,41.2057,-73.0138,2.4
US1CTNH0013,CT,NEW HAVEN 1.7 NW,41.3243,-72.9506,22.3
US1CTNH0014,CT,PROSPECT 1.9 ENE,41.5124,-72.9437,98.8
US1CTNH0015,CT,SEYMOUR 3.6 SW,41.363,-73.128,163.1
US1CTNH0016,CT,MILFORD 1.8 E,41.2242,-73.0274,2.1
US1CTNH0021,CT,EAST HAVEN 3.5 SSW,41.2482,-72.8882,6.1
US1CTNH0022,CT,PROSPECT 0.5 SW,41.4973,-72.9861,245.4
US1CTNH0026,CT,PROSPECT 1.5 NW,41.5188,-72.9974,245.1
US1CTNH0029,CT,HAMDEN 3.0 WSW,41.3652,-72.9556,54.3
US1CTNH0030,CT,CHESHIRE VILLAGE 2.2 SE,41.48,-72.874,80.8
US1CTNH0031,CT,DERBY 1.6 WNW,41.3345,-73.1114,39.3
US1CTNH0032,CT,SOUTHBURY 2.0 NNE,41.5059,-73.1964,140.5
US1CTNH0033,CT,MADISON CENTER 1.4 WNW,41.276,-72.6267,6.1
US1CTNH0039,CT,WEST HAVEN 0.8 W,41.2745,-72.9844,43.6
US1CTNL0005,CT,OAKDALE 2.6 WNW,41.4752,-72.2055,173.1
US1CTNL0006,CT,NEW LONDON 1.0 NNW,41.343,-72.1031,13.1
US1CTNL0007,CT,UNCASVILLE-OXOBOXO VALLEY 5.6,41.4373,-72.2323,65.8
US1CTNL0008,CT,UNCASVILLE-OXOBOXO VALLEY 1.6,41.4555,-72.0972,30.8
US1CTNL0010,CT,NORWICH 2.5 NNE,41.5849,-72.0768,93
US1CTNL0017,CT,WATERFORD 2.2 N,41.3768,-72.1277,36.6
US1CTNL0018,CT,STONINGTON 0.5 NNE,41.3401,-71.8996,11.9
US1CTNL0019,CT,MYSTIC 0.9 W,41.3585,-71.9693,4.3
US1CTNL0021,CT,GRISWOLD 0.9 N,41.6088,-71.9309,47.5
US1CTNL0022,CT,CENTRAL WATERFORD 2.7 SSW,41.3085,-72.1462,4.6
US1CTNL0023,CT,MYSTIC 1.4 W,41.3548,-71.979,47.2
US1CTNL0024,CT,STONINGTON 1.4 NNW,41.3536,-71.9116,10.4
US1CTNL0028,CT,LISBON 2.0 SW,41.5743,-72.0303,43
US1CTTL0003,CT,COVENTRY LAKE 1.1 SE,41.7621,-72.3164,196.6
US1CTTL0004,CT,MANSFIELD CENTER 1.9 SW,41.7414,-72.2174,103
US1CTTL0005,CT,STAFFORD SPRINGS 3.7 W,41.9453,-72.3802,213.1
US1CTTL0012,CT,STAFFORD SPRINGS 0.3 NNE,41.958,-72.306,196.3
US1CTTL0013,CT,CRYSTAL LAKE 1.2 W,41.9335,-72.3994,257.6
US1CTTL0014,CT,STORRS 1.5 SW,41.7911,-72.278,108.2
US1CTTL0015,CT,CENTRAL SOMERS 0.3 N,41.9955,-72.4413,78.9
US1CTTL0016,CT,VERNON 3.5 NNE,41.8662,-72.4694,85.3
US1CTTL0018,CT,HEBRON 5.3 NW,41.7196,-72.4312,197.8
US1CTWN0001,CT,WOODSTOCK VALLEY 1.4 SW,41.9252,-72.0924,213.1
US1CTWN0002,CT,NORTH GROSVENOR DALE 1.7 SSE,41.9623,-71.887,107
US1CTWN0003,CT,POMFRET CENTER 4.9 SW,41.8442,-72.0379,207.9
US1CTWN0004,CT,EAST KILLINGLY 1.3 SW,41.8381,-71.8391,112.2
US1CTWN0006,CT,DAYVILLE 2.0 ENE,41.8559,-71.8517,183.5
US1CTWN0008,CT,MOOSUP 1.7 NE,41.7318,-71.8467,127.7
US1CTWN0010,CT,SOUTH WINDHAM 1.3 NNE,41.7018,-72.1765,62.8
US1CTWN0011,CT,SCOTLAND 2.3 SSW,41.6673,-72.0999,74.7
US1CTWN0012,CT,EASTFORD 2.0 W,41.8991,-72.1207,200.3
US1CTWN0014,CT,DAYVILLE 0.7 W,41.8475,-71.9021,96.3
US1DCDC0001,DC,WASHINGTON 3.0 ENE,38.9171,-76.9626,17.1
US1DCDC0002,DC,WASHINGTON 3.7 NNW,38.9574,-77.0337,85
US1DCDC0003,DC,WASHINGTON 5.0 WNW,38.9377,-77.0991,91.1
US1DCDC0006,DC,WASHINGTON 2.0 ESE,38.8928,-76.9834,21.9
US1DCDC0007,DC,WASHINGTON 1.2 SE,38.8943,-76.9982,25
US1DCDC0008,DC,WASHINGTON 2.0 ESE,38.8901,-76.9854,27.1
US1DCDC0009,DC,WASHINGTON 2.0 SSW,38.8766,-77.0224,3
US1DCDC0010,DC,WASHINGTON 5.0 N,38.9773,-77.0245,88.1
US1DCDC0011,DC,WASHINGTON 4.0 WNW,38.9303,-77.0831,81.4
US1DCDC0014,DC,WASHINGTON 5.1 NW,38.9581,-77.0817,106.4
US1DCDC0015,DC,WASHINGTON 1.9 WNW,38.9203,-77.0456,50.6
US1DCDC0019,DC,THE WHITE HOUSE,38.8958,-77.037,9.1
US1DEKN0001,DE,FELTON 3.6 NE,39.0326,-75.5169,9.8
US1DEKN0002,DE,DOVER 6.4 WNW,39.1758,-75.6325,20.1
US1DEKN0003,DE,SMYRNA 2.7 SSE,39.2583,-75.5897,12.2
US1DEKN0004,DE,MARYDEL 2.4 SE,39.0976,-75.7065,17.7
US1DEKN0007,DE,MAGNOLIA 2.4 NW,39.0907,-75.5123,13.1
US1DEKN0009,DE,DOVER 5.1 WSW,39.1297,-75.6125,18.3
US1DEKN0010,DE,HARRINGTON 3.3 SSW,38.8821,-75.6052,15.8
US1DEKN0012,DE,CAMDEN 3.7 ESE,39.0841,-75.4922,8.5
US1DEKN0013,DE,MILFORD 1.5 W,38.911,-75.4605,5.2
US1DEKN0015,DE,DOVER 1.1 NNE,39.1746,-75.5132,7.9
US1DEKN0016,DE,HARRINGTON 2.1 ENE,38.9301,-75.5343,15.2
US1DEKN0019,DE,WYOMING 3.2 SSW,39.0722,-75.576,13.7
US1DEKN0020,DE,CLAYTON 1.5 SW,39.2803,-75.6559,16.2
US1DEKN0021,DE,MAGNOLIA 2.9 WNW,39.0784,-75.5292,13.7
US1DEKN0022,DE,DOVER 6.0 WNW,39.1949,-75.6198,18
US1DEKN0023,DE,SMYRNA 0.8 NW,39.3036,-75.6177,8.8
US1DEKN0024,DE,FELTON 0.4 E,39.0098,-75.5712,17.4
US1DEKN0025,DE,WOODSIDE 1.1 E,39.0725,-75.5478,16.5
US1DENC0001,DE,NEWARK 5.3 N,39.7537,-75.7519,106.7
US1DENC0002,DE,NEWARK 3.9 SSW,39.6249,-75.7861,33.8
US1DENC0003,DE,GLASGOW 1.6 SE,39.592,-75.732,21.9
US1DENC0004,DE,MIDDLETOWN 0.9 SSE,39.4393,-75.7071,15.5
US1DENC0005,DE,MIDDLETOWN 6.1 N,39.5388,-75.7302,24.4
US1DENC0006,DE,CLAYTON 6.6 W,39.301,-75.7568,16.5
US1DENC0007,DE,MIDDLETOWN 6.2 NNE,39.5315,-75.6639,13.7
US1DENC0008,DE,MIDDLETOWN 3.0 NNE,39.4908,-75.6928,17.1
US1DENC0009,DE,WILMINGTON 5.0 N,39.8161,-75.5354,119.5
US1DENC0010,DE,NEWPORT 2.4 WNW,39.7256,-75.6488,20.7
US1DENC0013,DE,NEWARK 1.5 S,39.6552,-75.7619,36
US1DENC0015,DE,NEWARK 4.7 S,39.609,-75.7591,19.5
US1DENC0017,DE,NEWARK 1.5 NE,39.6939,-75.7395,31.4
US1DENC0019,DE,NEWARK 1.9 NW,39.7012,-75.7778,67.4
US1DENC0020,DE,NEWARK 2.5 S,39.6408,-75.7628,60
US1DENC0025,DE,TOWNSEND 5.0 SSW,39.3277,-75.7277,21
US1DENC0027,DE,NEWARK 1.4 SW,39.6626,-75.7756,29.9
US1DENC0028,DE,MIDDLETOWN 4.1 NNW,39.5045,-75.7495,13.7
US1DENC0031,DE,WILMINGTON 5.1 NNW,39.8048,-75.565,111.9
US1DENC0032,DE,WILMINGTON 2.0 NW,39.7526,-75.56,46.6
US1DENC0033,DE,WILMINGTON 3.6 N,39.7879,-75.5393,100
US1DENC0034,DE,NEWARK 2.3 NNW,39.7066,-75.7761,87.8
US1DENC0035,DE,MIDDLETOWN 5.2 ENE,39.4892,-75.63,4.3
US1DENC0040,DE,WILMINGTON 5.6 N,39.8167,-75.5183,105.2
US1DENC0041,DE,NEWARK 4.0 E,39.6744,-75.6825,25.6
US1DENC0042,DE,WILMINGTON 4.5 N,39.8001,-75.5276,106.4
US1DENC0049,DE,NEWARK 1.4 W,39.679,-75.784,43.9
US1DENC0054,DE,WILMINGTON 3.8 N,39.7904,-75.5411,104.5
US1DENC0055,DE,WILMINGTON 3.5 W,39.7452,-75.5942,32.9
US1DENC0060,DE,WILMINGTON 5.5 N,39.8147,-75.5313,112.8
US1DESS0001,DE,DELMAR 2.8 NE,38.4863,-75.5332,14.6
US1DESS0002,DE,GEORGETOWN 5.8 W,38.6972,-75.4931,10.7
US1DESS0003,DE,DELMAR 4.3 E,38.4691,-75.4923,15.5
US1DESS0004,DE,LEWES 0.8 SE,38.7731,-75.1385,4.3
US1DESS0006,DE,SEAFORD 2.3 SSE,38.6189,-75.5985,9.1
US1DESS0007,DE,GREENWOOD 2.9 SE,38.7731,-75.5616,12.2
US1DESS0014,DE,FENWICK ISLAND 1.8 WNW,38.4666,-75.0871,1.2
US1DESS0015,DE,SELBYVILLE 7.1 E,38.4612,-75.0893,0.3
US1DESS0016,DE,SEAFORD 0.7 SW,38.642,-75.627,8.5
US1DESS0021,DE,LONG NECK 1.5 WNW,38.6254,-75.1777,3.4
US1DESS0024,DE,MILLVILLE 0.5 NE,38.5492,-75.1056,2.4
US1DESS0025,DE,MILTON 3.8 SSE,38.7271,-75.287,11.6
US1DESS0029,DE,ELLENDALE 1.4 NNW,38.8274,-75.4303,14.3
US1DESS0030,DE,MILFORD 2.6 SE,38.8929,-75.3924,9.1
US1DESS0031,DE,DAGSBORO 7.1 ENE,38.5768,-75.1219,2.7
US1DESS0032,DE,MILTON 3.1 NE,38.808,-75.2704,2.1
US1DESS0035,DE,SEAFORD 0.6 S,38.6408,-75.6168,8.2
US1DESS0036,DE,MILFORD 2.6 S,38.8776,-75.4399,10.7
US1DESS0037,DE,LEWES 1.7 SSW,38.7571,-75.1591,6.1
US1DESS0040,DE,LEWES 1.5 SSW,38.7588,-75.1579,3
US1DESS0041,DE,MILLSBORO 1.3 W,38.5819,-75.3159,9.8
US1DESS0042,DE,OCEAN VIEW 0.7 NW,38.5529,-75.1006,1.2
US1DESS0044,DE,LEWES 3.9 SW,38.7445,-75.2048,7.9
US1DESS0045,DE,DEWEY BEACH 0.2 S,38.692,-75.0766,0.6
US1DESS0046,DE,SEAFORD 0.6 WSW,38.645,-75.6261,8.5
US1DESS0047,DE,LEWES 2.4 SSE,38.7516,-75.1263,6.4
US1DESS0048,DE,ELLENDALE 3.4 ENE,38.8317,-75.369,11.3
US1DESS0055,DE,LEWES 0.6 SE,38.7745,-75.1411,3
US1DESS0056,DE,MILFORD 1.3 WSW,38.9053,-75.4544,9.1
US1DESS0058,DE,MILLSBORO 6.2 NNE,38.6614,-75.2297,9.1
US1FLAL0002,FL,ARCHER 5.5 E,29.5272,-82.4271,35.1
US1FLAL0004,FL,BROOKER 6.6 SSE,29.8006,-82.2836,43
US1FLAL0007,FL,GAINESVILLE 8.1 SW,29.5908,-82.4314,36.9
US1FLAL0010,FL,GAINESVILLE 3.8 W,29.6802,-82.3988,38.1
US1FLAL0014,FL,ARCHER 6.7 NNE,29.6254,-82.4833,24.1
US1FLAL0016,FL,GAINESVILLE 3.7 SSW,29.6251,-82.3618,25
US1FLAL0017,FL,HIGH SPRINGS 3.2 SW,29.7869,-82.6276,22.3
US1FLAL0018,FL,MICANOPY 8.5 W,29.5093,-82.4222,21.6
US1FLAL0020,FL,GAINESVILLE 1.9 ESE,29.6649,-82.3067,52.7
US1FLAL0026,FL,GAINESVILLE 1.7 SE,29.6555,-82.3171,53.3
US1FLAL0029,FL,GAINESVILLE 3.4 S,29.6262,-82.3258,33.8
US1FLAL0030,FL,GAINESVILLE 8.1 NE,29.7449,-82.2294,42.4
US1FLAL0031,FL,GAINESVILLE 6.5 NW,29.738,-82.4162,55.2
US1FLAL0032,FL,GAINESVILLE 6.2 WSW,29.6445,-82.4339,25.3
US1FLAL0034,FL,NEWBERRY 0.7 SSE,29.6357,-82.6083,24.1
US1FLAL0035,FL,EARLETON 3.3 S,29.6963,-82.0956,40.2
US1FLAL0037,FL,GAINESVILLE 2.6 W,29.6793,-82.3797,37.2
US1FLAL0040,FL,GAINESVILLE 2.1 NW,29.6935,-82.3628,55.5
US1FLAL0041,FL,GAINESVILLE 6.5 NW,29.737,-82.4162,0
US1FLAL0043,FL,GAINESVILLE 1.8 SW,29.6546,-82.3552,41.5
US1FLAL0047,FL,MICANOPY 2.7 ESE,29.4875,-82.2422,36.6
US1FLAL0048,FL,GAINESVILLE 5.4 W,29.6778,-82.4264,49.7
US1FLAL0050,FL,GAINESVILLE 2.4 SW,29.6478,-82.3618,35.1
US1FLAL0051,FL,MICANOPY 2.1 NNE,29.5348,-82.2681,20.7
US1FLAL0054,FL,MICANOPY 2.1 WNW,29.5198,-82.3127,32.3
