station,date,AWND,PRCP,TMAX,TMIN,STATION_NAME,COUNTY,LAT_DEC,LON_DEC,EL_AP_M
USW00004842,7/14/2013,1.7,0,30,18.3,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/15/2013,0.8,0,31.7,20,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/16/2013,1.5,0,32.2,20.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/19/2013,3.5,0.8,31.1,22.8,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/20/2013,2.9,16,25.6,19.4,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/22/2013,1.7,4.8,22.8,17.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/23/2013,2.8,5.6,28.3,16.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/24/2013,3.8,0,21.1,12.8,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/25/2013,2.1,0,23.9,10,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/26/2013,1.1,0,25,10,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/27/2013,2.3,5.8,21.1,15.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/28/2013,3.2,0,20,10.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/29/2013,2,0,21.1,10.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/30/2013,0.5,0,25,9.4,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,7/31/2013,1.2,3,23.3,13.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/1/2013,3.2,1.3,25.6,15,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/2/2013,2.9,4.1,21.7,11.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/3/2013,2.4,6.6,25,13.3,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/4/2013,3.1,0,21.7,12.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/7/2013,1.6,20.1,25,14.4,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/8/2013,1.7,0.8,26.7,21.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/9/2013,2.2,0.3,25,15,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/10/2013,1.2,0.8,26.7,14.4,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/12/2013,1.3,0.3,26.7,13.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/13/2013,3.6,0.3,22.8,10.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/15/2013,0.7,0.3,21.7,6.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/17/2013,1.3,0,25.6,10,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/19/2013,1.4,0.3,26.7,13.3,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/21/2013,1.4,0,27.8,11.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/22/2013,2.2,2.5,27.8,17.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/23/2013,2.6,21.3,27.2,12.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/24/2013,0.8,0,26.7,10,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/25/2013,1.6,0,26.7,10,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/26/2013,2.7,0,28.3,15.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/27/2013,2.5,4.8,26.1,20.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/28/2013,3.7,0.3,27.2,18.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/29/2013,1.7,0,28.9,16.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/30/2013,1.5,0.3,28.9,15,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,8/31/2013,2.6,2.8,27.8,18.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/4/2013,2,0.3,25,7.8,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/5/2013,3,0,23.3,9.4,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/7/2013,1.4,0.3,26.7,7.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/8/2013,2.7,0,23.9,10.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/9/2013,1.6,0.5,28.3,10,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/10/2013,3.4,0,33.9,21.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/11/2013,2.6,0,32.2,20,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/12/2013,2,19.8,22.8,14.4,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/13/2013,4.7,5.6,16.7,8.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/15/2013,1.2,0.3,19.4,4.4,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/16/2013,2.6,0.8,21.1,6.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/17/2013,1,0.3,20.6,3.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/19/2013,2.6,0,22.8,16.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/20/2013,3.1,0.8,28.3,18.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/21/2013,2.3,42.4,21.7,9.4,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/22/2013,2.2,0.3,14.4,8.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/23/2013,1.3,0,15,3.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/24/2013,1.3,0,20,2.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/25/2013,1.5,0,23.3,3.3,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/26/2013,1.7,0,24.4,5,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/27/2013,2,0,22.8,6.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/28/2013,1.5,0,23.9,6.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,9/29/2013,2.1,0.3,23.3,9.4,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/1/2013,1.9,0,25.6,11.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/2/2013,1.6,0,27.8,13.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/3/2013,2.2,0.3,27.8,13.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/4/2013,1.8,0.3,26.7,17.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/5/2013,1.3,0.5,22.8,16.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/6/2013,4,0.3,27.2,11.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/7/2013,3.6,37.1,15.6,7.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/8/2013,1.1,0,19.4,3.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/9/2013,1.5,0,20.6,2.8,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/10/2013,1,0.3,20,2.8,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/11/2013,1.1,0,23.3,3.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/12/2013,0.9,0,23.3,8.3,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/14/2013,2.9,0,19.4,6.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/15/2013,1.6,1.3,17.8,5,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/16/2013,3.3,4.8,18.9,7.8,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/17/2013,2.2,5.3,13.9,3.3,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/19/2013,2.6,6.1,9.4,3.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/20/2013,3.7,0.3,15.6,2.8,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/21/2013,4.5,2.3,17.8,5.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/22/2013,3.6,0.8,10,0.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/23/2013,3.2,2,7.2,1.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/24/2013,4.4,0.5,7.8,-0.5,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/25/2013,3.3,0,8.9,-1.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/28/2013,0.9,0,14.4,-3.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/29/2013,0.6,0.3,13.9,-1.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/30/2013,1.7,0,18.3,1.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,10/31/2013,5.8,16,18.9,13.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/1/2013,4.9,5.8,15.6,8.3,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/2/2013,4,2.8,9.4,5,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/6/2013,5.5,2.3,18.9,4.4,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/7/2013,5.8,3.3,10,3.9,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/8/2013,3,4.8,5.6,-2.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/9/2013,5.3,0,13.9,-2.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/10/2013,5.6,0,9.4,-2.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/11/2013,5.1,0.8,8.3,-2.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/12/2013,5.1,2.8,0.6,-3.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/13/2013,4.7,0.3,2.2,-6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/14/2013,5.5,0,9.4,-2.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/15/2013,4.3,0,11.1,1.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/16/2013,3.3,0,14.4,0.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/17/2013,7.6,16.8,15.6,10,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/18/2013,8.5,6.6,10,1.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/19/2013,3.1,0,4.4,-3.8,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/21/2013,2,3.6,8.3,1.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/22/2013,4.2,2.5,10,0,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/26/2013,2.6,0.5,0,-1.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/29/2013,0.5,4.6,0.6,-13.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,11/30/2013,3.1,0,2.8,-6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/1/2013,2.2,0,4.4,-0.5,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/2/2013,1.3,0,3.9,-0.5,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/4/2013,2.7,0,13.9,2.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/5/2013,4.6,2.3,15,0,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/6/2013,3.3,0.3,0,-3.8,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/9/2013,5.7,2,0.6,-4.3,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/12/2013,4.5,0,-8.2,-17.1,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/13/2013,2.4,0.8,-0.5,-9.3,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/14/2013,2.8,8.6,1.1,-3.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/16/2013,1.9,0.3,-5.5,-11.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/19/2013,3.5,3,6.1,-2.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/20/2013,4.8,3.8,12.2,4.4,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/21/2013,3.9,32.8,17.2,4.4,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/22/2013,5.9,23.6,17.8,4.4,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/27/2013,4,0,5.6,-3.2,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/28/2013,4.9,0,10,1.7,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004842,12/29/2013,3.8,2.5,5,-1.6,WOOSTER WAYNE COUNTY AP,WAYNE,40.87306,-81.88667,346.6
USW00004848,1/1/2013,3,0,0,-13.8,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/2/2013,3.4,0,-5.5,-13.8,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/3/2013,4.5,0,-1,-13.2,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/4/2013,7.2,0,-1.6,-7.1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/6/2013,5.4,0,2.2,-1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/7/2013,3.8,0,1.1,-5.5,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/8/2013,3.3,0,3.3,-7.1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/11/2013,4.9,14.7,15,2.8,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/12/2013,3.8,11.7,15.6,8.9,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/13/2013,4.4,43.7,12.2,1.1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/15/2013,1.3,0,-0.5,-6.6,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/16/2013,4.2,0,2.2,-4.9,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/17/2013,4.9,0,5,-7.1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/18/2013,5.5,0,2.8,-7.1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/19/2013,8.3,0,10,1.7,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/23/2013,3.3,0.5,-7.1,-15.5,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/25/2013,2.7,0.5,-5.5,-8.8,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/27/2013,3,0.3,0.6,-12.7,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/28/2013,5,5.1,8.9,0,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/29/2013,5.2,0.5,15,3.3,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,1/30/2013,8.5,9.1,17.2,1.1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/2/2013,4.5,0.5,-4.3,-9.9,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/4/2013,2.6,0.8,-3.8,-8.2,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/5/2013,2.2,0.5,-1.6,-8.8,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/6/2013,2.5,0,-1,-11,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/7/2013,2.8,0.5,3.9,-5.5,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/8/2013,5.5,3.8,0.6,-7.1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/9/2013,2.1,0,-0.5,-10.5,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/10/2013,4,0.5,7.2,-7.1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/11/2013,10,0,8.3,0.6,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/12/2013,5,0.5,2.8,-3.8,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/13/2013,2.5,0,1.7,-4.3,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/15/2013,4.2,0,1.7,-4.9,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/17/2013,3.6,0,-2.1,-10.5,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/18/2013,6.5,0,10,-8.2,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/19/2013,9.8,3.3,8.3,-7.7,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/22/2013,4.1,5.1,2.2,-4.9,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/23/2013,5.3,0,1.7,-1.6,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/24/2013,4.5,0,3.3,-4.9,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/25/2013,1.6,0,5,-6,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/26/2013,6.4,30.7,2.2,-1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/27/2013,5.4,6.6,3.3,0.6,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,2/28/2013,5,0.5,4.4,0,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/4/2013,1.7,0,2.2,-8.2,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/5/2013,5.9,0,0,-3.8,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/6/2013,4.3,0,3.9,-1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/7/2013,3.1,0,4.4,-0.5,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/8/2013,1.6,0,6.7,-4.9,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/9/2013,2.6,0,10.6,-3.2,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/11/2013,8.9,10.2,13.9,3.3,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/12/2013,6.1,0.3,3.3,-0.5,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/14/2013,3.9,0,6.1,-5.5,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/15/2013,3.8,1.8,7.8,-1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/16/2013,4,1.8,2.2,-0.5,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/17/2013,4.5,0,-0.5,-3.2,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/18/2013,5.2,2.8,4.4,-1.6,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/22/2013,4.9,0,6.1,-2.7,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/23/2013,2.1,0,5.6,-6,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/25/2013,5.1,4.3,2.8,-0.5,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/27/2013,5.9,0,8.9,-0.5,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/28/2013,4.3,0,11.1,-1.6,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/29/2013,2.6,0,11.1,-3.2,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,3/30/2013,2.6,0,13.3,-3.2,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/2/2013,5.2,0,7.2,-6,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/3/2013,3.1,0,7.2,-7.1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/4/2013,2.7,0,13.3,-4.9,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/5/2013,3,0,11.7,-0.5,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/6/2013,6,0,13.9,-1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/8/2013,5.5,1,22.2,2.8,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/10/2013,4.3,20.8,9.4,5.6,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/11/2013,7.1,23.6,5.6,3.3,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/12/2013,5.9,5.3,6.1,3.9,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/13/2013,5.8,0.5,6.1,2.8,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/15/2013,4.6,0,21.7,2.2,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/16/2013,3.2,7.1,16.1,8.3,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/17/2013,6.1,0.5,11.1,6.7,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/18/2013,7.4,2.5,28.3,7.2,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/19/2013,9.8,4.8,18.9,2.8,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/20/2013,6.4,0.3,7.2,0,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/21/2013,3.1,0,8.3,-2.7,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/22/2013,2.9,0,15.6,-0.5,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/23/2013,4.6,3.8,22.8,4.4,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/24/2013,5.7,13.7,15,1.1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/25/2013,5,1.5,11.1,0.6,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
USW00004848,4/26/2013,2.2,0,15.6,-1,TOLEDO METCALF FIELD,WOOD,41.56306,-83.47639,189.6
