time,y,x,lat,long,date,cloudhigh,cloudlow,cloudmid,ozone,pressure,surftemp,temperature,id
12,5,12,-11.2173913,-86.25217391,12/1/1995,0,52,1,260,1000,292.7,296,5-Dec
12,5,13,-11.2173913,-83.74782609,12/1/1995,0,44.5,2,262,1000,293.2,296.5,13-5
12,5,14,-11.2173913,-81.24347826,12/1/1995,0.5,34,4,258,1000,293.2,296,14-5
12,5,15,-11.2173913,-78.73913043,12/1/1995,6,17.5,16.5,258,985,293.2,295,15-5
12,5,16,-11.2173913,-76.23478261,12/1/1995,29,8,31,246,810,287.8,286.3,16-5
12,5,17,-11.2173913,-73.73043478,12/1/1995,35,7,25.5,254,955,291.2,295,17-5
12,5,18,-11.2173913,-71.22608696,12/1/1995,33.5,9.5,23,250,985,295.5,299.6,18-5
12,5,19,-11.2173913,-68.72173913,12/1/1995,31.5,11.5,25,250,990,296,300.5,19-5
12,5,20,-11.2173913,-66.2173913,12/1/1995,33,10.5,26.5,250,990,297.4,300.1,20-5
12,5,21,-11.2173913,-63.71304348,12/1/1995,42,8,26,250,990,295.5,300.5,21-5
12,5,22,-11.2173913,-61.20869565,12/1/1995,45.5,7,27.5,250,990,294.6,300.5,22-5
12,5,23,-11.2173913,-58.70434783,12/1/1995,45.5,7,27.5,250,990,294.6,300.5,23-5
12,5,24,-11.2173913,-56.2,12/1/1995,43.5,6.5,31.5,252,990,294.1,300.5,24-5
12,6,1,-8.72173913,-113.8,12/1/1995,0,32,1,260,1000,297.4,298.3,6-Jan
12,6,2,-8.72173913,-111.2956522,12/1/1995,0,35,0.5,260,1000,297.4,297.8,6-Feb
12,6,3,-8.72173913,-108.7913043,12/1/1995,0,40.5,0.5,258,1000,296.9,297.8,6-Mar
12,6,4,-8.72173913,-106.2869565,12/1/1995,0,45,1,258,1000,296.5,297.4,6-Apr
12,6,5,-8.72173913,-103.7826087,12/1/1995,0.5,45,1.5,256,1000,295,297.4,6-May
12,6,6,-8.72173913,-101.2782609,12/1/1995,1,44,1.5,256,1000,295,297.4,6-Jun
12,6,7,-8.72173913,-98.77391304,12/1/1995,0.5,42,2.5,256,1000,294.6,296.9,6-Jul
12,6,8,-8.72173913,-96.26956522,12/1/1995,0,39.5,1.5,256,1000,294.6,296,6-Aug
12,6,9,-8.72173913,-93.76521739,12/1/1995,0,43.5,0.5,256,1000,294.1,296.5,6-Sep
12,6,10,-8.72173913,-91.26086957,12/1/1995,0,46,0.5,258,1000,293.6,296.5,6-Oct
12,6,11,-8.72173913,-88.75652174,12/1/1995,0,46,0.5,258,1000,293.6,296.5,6-Nov
12,6,12,-8.72173913,-86.25217391,12/1/1995,0,47.5,2,254,1000,293.6,296,6-Dec
12,6,13,-8.72173913,-83.74782609,12/1/1995,0,40.5,3,256,1000,293.6,296.9,13-6
12,6,14,-8.72173913,-81.24347826,12/1/1995,0,32,5.5,256,1000,293.6,296,14-6
12,6,15,-8.72173913,-78.73913043,12/1/1995,2,20.5,14,252,1000,292.2,295.5,15-6
12,6,16,-8.72173913,-76.23478261,12/1/1995,21,7.5,38.5,252,785,288.8,289.8,16-6
12,6,17,-8.72173913,-73.73043478,12/1/1995,29,8.5,28.5,250,990,293.2,298.7,17-6
12,6,18,-8.72173913,-71.22608696,12/1/1995,35.5,8,27,250,1000,295,300.1,18-6
12,6,19,-8.72173913,-68.72173913,12/1/1995,36,8.5,28,248,990,294.6,299.2,19-6
12,6,20,-8.72173913,-66.2173913,12/1/1995,37.5,8.5,28.5,252,1000,295,300.1,20-6
12,6,21,-8.72173913,-63.71304348,12/1/1995,39,7,30.5,252,1000,294.1,299.2,21-6
12,6,22,-8.72173913,-61.20869565,12/1/1995,45.5,6.5,28,250,1000,294.6,299.6,22-6
12,6,23,-8.72173913,-58.70434783,12/1/1995,43.5,6,30.5,248,995,293.6,299.2,23-6
12,6,24,-8.72173913,-56.2,12/1/1995,41,7,31.5,252,985,293.6,298.7,24-6
12,7,1,-6.226086957,-113.8,12/1/1995,0,20,0.5,258,1000,297.4,298.3,7-Jan
12,7,2,-6.226086957,-111.2956522,12/1/1995,0,24,0,256,1000,296.9,297.8,7-Feb
12,7,3,-6.226086957,-108.7913043,12/1/1995,0,33,0.5,256,1000,296.9,297.4,7-Mar
12,7,4,-6.226086957,-106.2869565,12/1/1995,0,41,0,256,1000,296.5,297.4,7-Apr
12,7,5,-6.226086957,-103.7826087,12/1/1995,0,40,0.5,256,1000,295,296.9,7-May
12,7,6,-6.226086957,-101.2782609,12/1/1995,1,38,2,256,1000,295,296.5,7-Jun
12,7,7,-6.226086957,-98.77391304,12/1/1995,0.5,37,2,254,1000,294.6,296.5,7-Jul
12,7,8,-6.226086957,-96.26956522,12/1/1995,0,40.5,2,252,1000,294.6,296.5,7-Aug
12,7,9,-6.226086957,-93.76521739,12/1/1995,0,43,0.5,254,1000,294.6,296,7-Sep
12,7,10,-6.226086957,-91.26086957,12/1/1995,0,42.5,0.5,252,1000,294.6,296.5,7-Oct
12,7,11,-6.226086957,-88.75652174,12/1/1995,0,48.5,1,254,1000,294.1,296.5,7-Nov
12,7,12,-6.226086957,-86.25217391,12/1/1995,0,44,3,254,1000,294.1,296.5,7-Dec
12,7,13,-6.226086957,-83.74782609,12/1/1995,0,36,5.5,256,1000,293.6,296.5,13-7
12,7,14,-6.226086957,-81.24347826,12/1/1995,1,19.5,16,252,1000,292.2,295.5,14-7
12,7,15,-6.226086957,-78.73913043,12/1/1995,9.5,14,33,248,875,293.2,291.7,15-7
12,7,16,-6.226086957,-76.23478261,12/1/1995,27.5,7.5,34.5,248,945,291.7,295,16-7
12,7,17,-6.226086957,-73.73043478,12/1/1995,35,9,24.5,248,1000,295.5,300.5,17-7
12,7,18,-6.226086957,-71.22608696,12/1/1995,37.5,8,29,242,1000,294.6,300.5,18-7
12,7,19,-6.226086957,-68.72173913,12/1/1995,42,7,28.5,246,1000,295.5,301,19-7
12,7,20,-6.226086957,-66.2173913,12/1/1995,44,7,26.5,246,1000,295.5,301,20-7
12,7,21,-6.226086957,-63.71304348,12/1/1995,44,7,27.5,248,1000,296,301,21-7
12,7,22,-6.226086957,-61.20869565,12/1/1995,42.5,6,29,248,1000,296,301,22-7
12,7,23,-6.226086957,-58.70434783,12/1/1995,40,7,28.5,248,1000,296.5,301.9,23-7
12,7,24,-6.226086957,-56.2,12/1/1995,41,7,30,252,1000,293.6,300.1,24-7
12,8,1,-3.730434783,-113.8,12/1/1995,0,26,0,254,1000,296.9,296.9,8-Jan
12,8,2,-3.730434783,-111.2956522,12/1/1995,0,30,0,256,1000,296.5,297.4,8-Feb
12,8,3,-3.730434783,-108.7913043,12/1/1995,0,32.5,0,254,1000,296,296.9,8-Mar
12,8,4,-3.730434783,-106.2869565,12/1/1995,0,34.5,0,254,1000,296,296.9,8-Apr
12,8,5,-3.730434783,-103.7826087,12/1/1995,0.5,31.5,0.5,254,1000,294.6,296.9,8-May
12,8,6,-3.730434783,-101.2782609,12/1/1995,0.5,36,1.5,254,1000,294.1,296.5,8-Jun
12,8,7,-3.730434783,-98.77391304,12/1/1995,0,40,1,252,1000,293.6,296,8-Jul
12,8,8,-3.730434783,-96.26956522,12/1/1995,0,39,0.5,254,1000,293.6,296,8-Aug
12,8,9,-3.730434783,-93.76521739,12/1/1995,0,39.5,0.5,252,1000,293.6,296.5,8-Sep
12,8,10,-3.730434783,-91.26086957,12/1/1995,0,43,0.5,252,1000,294.1,296,8-Oct
12,8,11,-3.730434783,-88.75652174,12/1/1995,0,45,1.5,252,1000,293.6,296.5,8-Nov
12,8,12,-3.730434783,-86.25217391,12/1/1995,0,42,5.5,252,1000,293.2,296,8-Dec
12,8,13,-3.730434783,-83.74782609,12/1/1995,0.5,28,12,252,1000,292.2,296,13-8
12,8,14,-3.730434783,-81.24347826,12/1/1995,2,15.5,21,248,1000,293.6,297.4,14-8
12,8,15,-3.730434783,-78.73913043,12/1/1995,17.5,10,37,248,860,290.2,290.2,15-8
12,8,16,-3.730434783,-76.23478261,12/1/1995,35.5,6.5,29.5,246,1000,294.6,299.6,16-8
12,8,17,-3.730434783,-73.73043478,12/1/1995,44,6.5,26,248,1000,295,300.1,17-8
12,8,18,-3.730434783,-71.22608696,12/1/1995,45.5,6,27,244,1000,294.1,300.5,18-8
12,8,19,-3.730434783,-68.72173913,12/1/1995,41,6.5,29,240,1000,296,301.4,19-8
12,8,20,-3.730434783,-66.2173913,12/1/1995,42,7.5,27.5,240,1000,296,301.4,20-8
12,8,21,-3.730434783,-63.71304348,12/1/1995,42.5,7,29,244,1000,296,301.4,21-8
12,8,22,-3.730434783,-61.20869565,12/1/1995,43.5,6.5,28.5,248,1000,295.5,301.4,22-8
12,8,23,-3.730434783,-58.70434783,12/1/1995,35.5,8,29,248,1000,296.5,301,23-8
12,8,24,-3.730434783,-56.2,12/1/1995,32.5,9,26,252,1000,296,301,24-8
12,9,1,-1.234782609,-113.8,12/1/1995,0,28.5,0.5,254,1000,295.5,296,9-Jan
12,9,2,-1.234782609,-111.2956522,12/1/1995,0,31.5,0,254,1000,295,296,9-Feb
12,9,3,-1.234782609,-108.7913043,12/1/1995,0,35,0.5,254,1000,294.6,296,9-Mar
12,9,4,-1.234782609,-106.2869565,12/1/1995,0,36.5,0.5,254,1000,294.6,296,9-Apr
12,9,5,-1.234782609,-103.7826087,12/1/1995,0,38,1,252,1000,293.2,296,9-May
12,9,6,-1.234782609,-101.2782609,12/1/1995,0,38.5,0.5,252,1000,293.2,295.5,9-Jun
12,9,7,-1.234782609,-98.77391304,12/1/1995,0,39.5,0,252,1000,293.2,295.5,9-Jul
12,9,8,-1.234782609,-96.26956522,12/1/1995,0,33.5,0,252,1000,293.2,295.5,9-Aug
12,9,9,-1.234782609,-93.76521739,12/1/1995,0,26,0.5,252,1000,292.7,295.5,9-Sep
12,9,10,-1.234782609,-91.26086957,12/1/1995,0,35.5,0.5,254,1000,293.2,297.8,9-Oct
12,9,11,-1.234782609,-88.75652174,12/1/1995,0,43.5,1,252,1000,293.6,296.5,9-Nov
12,9,12,-1.234782609,-86.25217391,12/1/1995,0,38.5,3.5,250,1000,293.2,296,9-Dec
12,9,13,-1.234782609,-83.74782609,12/1/1995,0,30.5,9.5,250,1000,292.7,296,13-9
12,9,14,-1.234782609,-81.24347826,12/1/1995,1,26.5,17,246,1000,294.6,297.8,14-9
12,9,15,-1.234782609,-78.73913043,12/1/1995,14,11,35,248,875,288.8,291.2,15-9
12,9,16,-1.234782609,-76.23478261,12/1/1995,29,7,29.5,246,995,293.6,300.5,16-9
12,9,17,-1.234782609,-73.73043478,12/1/1995,35.5,8,27,246,1000,296,301,17-9
12,9,18,-1.234782609,-71.22608696,12/1/1995,41.5,6.5,28,244,1000,295,301,18-9
12,9,19,-1.234782609,-68.72173913,12/1/1995,40,7.5,26,240,1000,296,301.9,19-9
12,9,20,-1.234782609,-66.2173913,12/1/1995,37.5,8,27,244,1000,295,300.5,20-9
12,9,21,-1.234782609,-63.71304348,12/1/1995,36,8,28,244,1000,295,301,21-9
12,9,22,-1.234782609,-61.20869565,12/1/1995,37.5,8.5,27,246,1000,294.6,300.1,22-9
12,9,23,-1.234782609,-58.70434783,12/1/1995,28,11,24,246,1000,296,301,23-9
12,9,24,-1.234782609,-56.2,12/1/1995,22.5,12.5,22,248,1000,297.8,301.9,24-9
12,10,1,1.260869565,-113.8,12/1/1995,0,42.5,1,252,1000,295,296.5,10-Jan
12,10,2,1.260869565,-111.2956522,12/1/1995,0,43,1,252,1000,295,296,10-Feb
12,10,3,1.260869565,-108.7913043,12/1/1995,0,48.5,1,252,1000,295,296,10-Mar
12,10,4,1.260869565,-106.2869565,12/1/1995,0,56,0.5,252,1000,295,296,10-Apr
12,10,5,1.260869565,-103.7826087,12/1/1995,0,53.5,0.5,250,1000,294.1,296.5,10-May
12,10,6,1.260869565,-101.2782609,12/1/1995,0,49,0,250,1000,293.6,296,10-Jun
12,10,7,1.260869565,-98.77391304,12/1/1995,0,50,0,250,1000,294.1,296,10-Jul
12,10,8,1.260869565,-96.26956522,12/1/1995,0.5,45,1,248,1000,294.1,296,10-Aug
12,10,9,1.260869565,-93.76521739,12/1/1995,0,45.5,0.5,250,1000,294.1,296.9,10-Sep
12,10,10,1.260869565,-91.26086957,12/1/1995,0,48.5,1.5,252,1000,294.6,297.4,10-Oct
12,10,11,1.260869565,-88.75652174,12/1/1995,0,54,3.5,250,1000,295,297.8,10-Nov
12,10,12,1.260869565,-86.25217391,12/1/1995,0,52.5,5,250,1000,294.6,297.4,10-Dec
12,10,13,1.260869565,-83.74782609,12/1/1995,0,46.5,7.5,250,1000,294.1,296.9,13-10
12,10,14,1.260869565,-81.24347826,12/1/1995,1.5,39,15.5,248,1000,294.6,297.8,14-10
12,10,15,1.260869565,-78.73913043,12/1/1995,12.5,12.5,28,246,980,290.7,296.5,15-10
12,10,16,1.260869565,-76.23478261,12/1/1995,25,7,31,246,945,290.7,296.9,16-10
12,10,17,1.260869565,-73.73043478,12/1/1995,21,12,23.5,244,975,296.5,299.6,17-10
12,10,18,1.260869565,-71.22608696,12/1/1995,29,10,26.5,244,990,295,300.5,18-10
12,10,19,1.260869565,-68.72173913,12/1/1995,35.5,10,24.5,246,990,295.5,300.1,19-10
12,10,20,1.260869565,-66.2173913,12/1/1995,37,9,25.5,246,980,295,299.6,20-10
12,10,21,1.260869565,-63.71304348,12/1/1995,29,11,25,248,980,294.1,299.2,21-10
12,10,22,1.260869565,-61.20869565,12/1/1995,24.5,11.5,22,248,995,296,300.5,22-10
12,10,23,1.260869565,-58.70434783,12/1/1995,17.5,13.5,20,250,1000,294.6,299.6,23-10
12,10,24,1.260869565,-56.2,12/1/1995,11.5,15.5,18,248,995,295.5,301,24-10
12,11,1,3.756521739,-113.8,12/1/1995,0,67.5,3,248,1000,295.5,297.8,11-Jan
12,11,2,3.756521739,-111.2956522,12/1/1995,0.5,64.5,3,248,1000,296,297.4,11-Feb
12,11,3,3.756521739,-108.7913043,12/1/1995,1,66,3.5,252,1000,296,297.4,11-Mar
12,11,4,3.756521739,-106.2869565,12/1/1995,1.5,67.5,4.5,248,1000,296.5,297.4,11-Apr
12,11,5,3.756521739,-103.7826087,12/1/1995,1,67,4.5,248,1000,296,296.9,11-May
12,11,6,3.756521739,-101.2782609,12/1/1995,0.5,65,4.5,250,1000,295.5,297.4,11-Jun
12,11,7,3.756521739,-98.77391304,12/1/1995,0.5,65.5,4,248,1000,295,297.8,11-Jul
12,11,8,3.756521739,-96.26956522,12/1/1995,0.5,65,4,248,1000,294.6,297.4,11-Aug
12,11,9,3.756521739,-93.76521739,12/1/1995,0.5,62,6.5,248,1000,295,297.8,11-Sep
12,11,10,3.756521739,-91.26086957,12/1/1995,1,56.5,11,250,1000,296,297.8,11-Oct
12,11,11,3.756521739,-88.75652174,12/1/1995,3,53,15.5,248,1000,296,298.3,11-Nov
12,11,12,3.756521739,-86.25217391,12/1/1995,5,50.5,19,248,1000,296.5,297.8,11-Dec
12,11,13,3.756521739,-83.74782609,12/1/1995,5.5,48,20,248,1000,296.5,298.7,13-11
12,11,14,3.756521739,-81.24347826,12/1/1995,6,44.5,20.5,246,1000,296,298.7,14-11
12,11,15,3.756521739,-78.73913043,12/1/1995,17,29.5,29.5,244,1000,295,299.2,15-11
12,11,16,3.756521739,-76.23478261,12/1/1995,27.5,4.5,32.5,244,885,287.3,294.6,16-11
12,11,17,3.756521739,-73.73043478,12/1/1995,16,10,32,244,940,293.2,298.3,17-11
12,11,18,3.756521739,-71.22608696,12/1/1995,16,13.5,22.5,246,1000,298.7,301,18-11
12,11,19,3.756521739,-68.72173913,12/1/1995,25,13,24,246,995,296.9,300.1,19-11
12,11,20,3.756521739,-66.2173913,12/1/1995,29,12,25.5,246,965,295,298.3,20-11
12,11,21,3.756521739,-63.71304348,12/1/1995,21,11,31,246,950,291.2,296,21-11
12,11,22,3.756521739,-61.20869565,12/1/1995,17,15,23,246,975,295.5,299.6,22-11
12,11,23,3.756521739,-58.70434783,12/1/1995,10.5,15.5,19,248,995,296,300.1,23-11
12,11,24,3.756521739,-56.2,12/1/1995,8.5,14,17.5,250,985,294.6,299.2,24-11
12,12,1,6.252173913,-113.8,12/1/1995,3,60.5,11,246,1000,296.9,297.8,12-Jan
12,12,2,6.252173913,-111.2956522,12/1/1995,5,58.5,14,246,1000,297.4,299.2,12-Feb
12,12,3,6.252173913,-108.7913043,12/1/1995,9.5,54,14.5,246,1000,297.4,298.3,12-Mar
12,12,4,6.252173913,-106.2869565,12/1/1995,11,54,13.5,248,1000,298.3,298.7,12-Apr
12,12,5,6.252173913,-103.7826087,12/1/1995,10,50.5,11.5,248,1000,298.3,298.7,12-May
12,12,6,6.252173913,-101.2782609,12/1/1995,9,52.5,10.5,248,1000,298.3,299.2,12-Jun
12,12,7,6.252173913,-98.77391304,12/1/1995,6.5,53.5,11.5,248,1000,298.3,299.2,12-Jul
12,12,8,6.252173913,-96.26956522,12/1/1995,7,49,15.5,248,1000,298.7,299.2,12-Aug
12,12,9,6.252173913,-93.76521739,12/1/1995,9,47.5,17,248,1000,298.7,299.2,12-Sep
12,12,10,6.252173913,-91.26086957,12/1/1995,8,42,17,248,1000,297.8,299.2,12-Oct
12,12,11,6.252173913,-88.75652174,12/1/1995,8,41,18.5,248,1000,299.2,299.2,12-Nov
12,12,12,6.252173913,-86.25217391,12/1/1995,13,32,21,244,1000,298.7,300.1,12-Dec
12,12,13,6.252173913,-83.74782609,12/1/1995,20,27,19,248,1000,298.7,300.5,13-12
12,12,14,6.252173913,-81.24347826,12/1/1995,27,25,20,244,995,298.3,300.5,14-12
12,12,15,6.252173913,-78.73913043,12/1/1995,33,23,20,246,1000,297.4,300.1,15-12
12,12,16,6.252173913,-76.23478261,12/1/1995,35,5.5,26,246,965,290.2,296.5,16-12
12,12,17,6.252173913,-73.73043478,12/1/1995,22.5,9,25.5,246,945,291.7,296.9,17-12
12,12,18,6.252173913,-71.22608696,12/1/1995,10.5,11.5,27,246,965,295.5,298.7,18-12
12,12,19,6.252173913,-68.72173913,12/1/1995,10,13.5,13.5,246,980,300.1,301,19-12
12,12,20,6.252173913,-66.2173913,12/1/1995,12.5,15,17.5,246,960,297.8,299.2,20-12
12,12,21,6.252173913,-63.71304348,12/1/1995,10.5,17,20,248,950,294.1,296.9,21-12
12,12,22,6.252173913,-61.20869565,12/1/1995,10.5,15.5,22,248,980,293.6,297.8,22-12
12,12,23,6.252173913,-58.70434783,12/1/1995,9.5,14.5,22,246,1000,293.2,299.2,23-12
12,12,24,6.252173913,-56.2,12/1/1995,7.5,19.5,14.5,248,1000,296.5,300.5,24-12
12,13,1,8.747826087,-113.8,12/1/1995,16,34,15,246,1000,300.5,300.1,13-Jan
12,13,2,8.747826087,-111.2956522,12/1/1995,16,35,14.5,248,1000,301.4,300.1,13-Feb
12,13,3,8.747826087,-108.7913043,12/1/1995,11.5,30,13.5,246,1000,300.5,300.1,13-Mar
12,13,4,8.747826087,-106.2869565,12/1/1995,10,28.5,10,248,1000,299.6,300.5,13-Apr
12,13,5,8.747826087,-103.7826087,12/1/1995,8,29.5,11.5,248,1000,299.2,300.1,13-May
12,13,6,8.747826087,-101.2782609,12/1/1995,8,29,9.5,248,1000,299.2,300.1,13-Jun
12,13,7,8.747826087,-98.77391304,12/1/1995,10,24,9,248,1000,299.2,300.5,13-Jul
12,13,8,8.747826087,-96.26956522,12/1/1995,10.5,23,10.5,246,1000,300.1,300.5,13-Aug
12,13,9,8.747826087,-93.76521739,12/1/1995,7.5,23,7.5,248,1000,299.2,300.5,13-Sep
12,13,10,8.747826087,-91.26086957,12/1/1995,5,21,7,248,1000,298.7,299.6,13-Oct
12,13,11,8.747826087,-88.75652174,12/1/1995,5,21,7,248,1000,298.7,299.6,13-Nov
12,13,12,8.747826087,-86.25217391,12/1/1995,6,25,12.5,246,1000,299.2,299.6,13-Dec
12,13,13,8.747826087,-83.74782609,12/1/1995,15.5,20,17.5,244,995,298.7,301,13-13
12,13,14,8.747826087,-81.24347826,12/1/1995,23.5,15,25,246,990,296,300.1,14-13
12,13,15,8.747826087,-78.73913043,12/1/1995,27.5,15,21.5,248,995,296.5,300.1,15-13
12,13,16,8.747826087,-76.23478261,12/1/1995,30.5,11.5,20.5,246,995,295.5,301,16-13
12,13,17,8.747826087,-73.73043478,12/1/1995,18,12.5,17.5,242,990,296.9,301.9,17-13
12,13,18,8.747826087,-71.22608696,12/1/1995,11,12.5,23.5,244,985,295,301,18-13
12,13,19,8.747826087,-68.72173913,12/1/1995,5.5,13.5,17.5,244,975,297.4,301.4,19-13
12,13,20,8.747826087,-66.2173913,12/1/1995,2.5,17,9.5,244,995,301,302.8,20-13
12,13,21,8.747826087,-63.71304348,12/1/1995,2,19.5,11.5,246,995,298.7,301.9,21-13
12,13,22,8.747826087,-61.20869565,12/1/1995,4.5,18.5,14.5,246,1000,296.5,300.5,22-13
12,13,23,8.747826087,-58.70434783,12/1/1995,6,21,15,248,1000,297.8,301,23-13
12,13,24,8.747826087,-56.2,12/1/1995,2.5,31.5,11,248,1000,300.1,301.4,24-13
12,14,1,11.24347826,-113.8,12/1/1995,20,23,12.5,252,1000,301.4,300.1,14-Jan
12,14,2,11.24347826,-111.2956522,12/1/1995,15.5,25.5,11.5,250,1000,301.9,300.5,14-Feb
12,14,3,11.24347826,-108.7913043,12/1/1995,11.5,26,12,248,1000,301.4,300.5,14-Mar
12,14,4,11.24347826,-106.2869565,12/1/1995,8,22,10.5,248,1000,300.5,301,14-Apr
12,14,5,11.24347826,-103.7826087,12/1/1995,5,21.5,10.5,250,1000,299.2,300.5,14-May
12,14,6,11.24347826,-101.2782609,12/1/1995,6.5,20,8.5,248,1000,299.6,300.5,14-Jun
12,14,7,11.24347826,-98.77391304,12/1/1995,8,20,7.5,248,1000,300.1,300.5,14-Jul
12,14,8,11.24347826,-96.26956522,12/1/1995,11,19,7.5,248,1000,300.5,300.5,14-Aug
12,14,9,11.24347826,-93.76521739,12/1/1995,8.5,18,6.5,246,1000,300.5,301,14-Sep
12,14,10,11.24347826,-91.26086957,12/1/1995,6.5,21,9.5,248,1000,300.1,301,14-Oct
12,14,11,11.24347826,-88.75652174,12/1/1995,5.5,25,12,246,1000,300.5,301.4,14-Nov
12,14,12,11.24347826,-86.25217391,12/1/1995,8.5,18,20,246,1000,297.4,301,14-Dec
12,14,13,11.24347826,-83.74782609,12/1/1995,19,23.5,21,246,1000,298.7,301,13-14
12,14,14,11.24347826,-81.24347826,12/1/1995,24,24.5,16,246,1000,300.1,300.5,14-14
12,14,15,11.24347826,-78.73913043,12/1/1995,18.5,23,14.5,248,1000,299.6,300.5,15-14
12,14,16,11.24347826,-76.23478261,12/1/1995,10.5,18.5,15,248,1000,298.3,301.9,16-14
12,14,17,11.24347826,-73.73043478,12/1/1995,7,17.5,14.5,250,995,297.4,302.3,17-14
12,14,18,11.24347826,-71.22608696,12/1/1995,4.5,20.5,10,250,995,299.2,301.9,18-14
12,14,19,11.24347826,-68.72173913,12/1/1995,1.5,20.5,7.5,250,1000,298.3,301,19-14
12,14,20,11.24347826,-66.2173913,12/1/1995,0.5,19,4.5,250,1000,298.3,301.4,20-14
12,14,21,11.24347826,-63.71304348,12/1/1995,1,20.5,5,248,1000,299.2,301,21-14
12,14,22,11.24347826,-61.20869565,12/1/1995,2,25,6,248,1000,300.1,301,22-14
12,14,23,11.24347826,-58.70434783,12/1/1995,2,25,6,248,1000,300.1,301,23-14
12,14,24,11.24347826,-56.2,12/1/1995,0.5,29.5,4,248,1000,300.5,301,24-14
12,15,1,13.73913043,-113.8,12/1/1995,21.5,25.5,16,254,1000,300.5,299.6,15-Jan
12,15,2,13.73913043,-111.2956522,12/1/1995,19,25,12.5,252,1000,301.4,300.1,15-Feb
12,15,3,13.73913043,-108.7913043,12/1/1995,14.5,25,12,252,1000,301.4,300.5,15-Mar
12,15,4,13.73913043,-106.2869565,12/1/1995,14,23.5,12,250,1000,301.9,301,15-Apr
12,15,5,13.73913043,-103.7826087,12/1/1995,13.5,21,10.5,248,1000,301.9,301,15-May
12,15,6,13.73913043,-101.2782609,12/1/1995,12.5,19,10.5,250,1000,301.4,301.4,15-Jun
12,15,7,13.73913043,-98.77391304,12/1/1995,8.5,19.5,10,250,1000,301.9,301.4,15-Jul
12,15,8,13.73913043,-96.26956522,12/1/1995,6.5,21,9,250,1000,301,301,15-Aug
12,15,9,13.73913043,-93.76521739,12/1/1995,8.5,17,7.5,248,1000,300.5,301.9,15-Sep
12,15,10,13.73913043,-91.26086957,12/1/1995,8,13,12.5,246,990,298.3,301.9,15-Oct
12,15,11,13.73913043,-88.75652174,12/1/1995,6,14,18,248,955,296.5,298.3,15-Nov
12,15,12,13.73913043,-86.25217391,12/1/1995,6.5,20,24,250,930,292.7,294.1,15-Dec
12,15,13,13.73913043,-83.74782609,12/1/1995,17,19,22.5,248,1000,296.5,300.1,13-15
12,15,14,13.73913043,-81.24347826,12/1/1995,13.5,30.5,16,248,1000,301,300.5,14-15
12,15,15,13.73913043,-78.73913043,12/1/1995,8.5,29.5,13,248,1000,300.5,301,15-15
12,15,16,13.73913043,-76.23478261,12/1/1995,5.5,27.5,9,248,1000,300.5,301,16-15
12,15,17,13.73913043,-73.73043478,12/1/1995,3,26,7,248,1000,300.1,301,17-15
12,15,18,13.73913043,-71.22608696,12/1/1995,0.5,28,5.5,248,1000,300.5,301,18-15
12,15,19,13.73913043,-68.72173913,12/1/1995,0.5,28.5,3.5,248,1000,300.1,301,19-15
12,15,20,13.73913043,-66.2173913,12/1/1995,0,23.5,2.5,250,1000,300.1,300.5,20-15
12,15,21,13.73913043,-63.71304348,12/1/1995,0,25.5,2,248,1000,300.1,301,21-15
12,15,22,13.73913043,-61.20869565,12/1/1995,0.5,30,4,246,1000,300.1,301,22-15
12,15,23,13.73913043,-58.70434783,12/1/1995,0.5,29,4,250,1000,300.1,300.5,23-15
12,15,24,13.73913043,-56.2,12/1/1995,0.5,31,3,248,1000,300.1,300.5,24-15
12,16,1,16.23478261,-113.8,12/1/1995,20,27.5,15.5,256,1000,300.5,299.2,16-Jan
12,16,2,16.23478261,-111.2956522,12/1/1995,18,24.5,15,256,1000,301,299.6,16-Feb
12,16,3,16.23478261,-108.7913043,12/1/1995,16.5,25.5,12.5,254,1000,301.9,300.5,16-Mar
12,16,4,16.23478261,-106.2869565,12/1/1995,13,25,13.5,252,1000,302.8,300.5,16-Apr
12,16,5,16.23478261,-103.7826087,12/1/1995,13.5,20,10,252,1000,302.3,301,16-May
12,16,6,16.23478261,-101.2782609,12/1/1995,12.5,16,8.5,252,990,301,301,16-Jun
12,16,7,16.23478261,-98.77391304,12/1/1995,9,9.5,9.5,250,975,296.9,300.5,16-Jul
12,16,8,16.23478261,-96.26956522,12/1/1995,6.5,15.5,13,248,965,296,300.1,16-Aug
12,16,9,16.23478261,-93.76521739,12/1/1995,7.5,14,15.5,252,950,292.7,296.5,16-Sep
12,16,10,16.23478261,-91.26086957,12/1/1995,8,14.5,25.5,250,985,291.7,296.9,16-Oct
12,16,11,16.23478261,-88.75652174,12/1/1995,8,14.5,25.5,250,985,291.7,296.9,16-Nov
12,16,12,16.23478261,-86.25217391,12/1/1995,9,27.5,22.5,246,1000,297.8,299.2,16-Dec
12,16,13,16.23478261,-83.74782609,12/1/1995,12.5,29,19.5,250,1000,298.7,299.6,13-16
12,16,14,16.23478261,-81.24347826,12/1/1995,13,33,18,248,1000,300.5,300.5,14-16
12,16,15,16.23478261,-78.73913043,12/1/1995,8.5,32,14,248,1000,301,300.5,15-16
12,16,16,16.23478261,-76.23478261,12/1/1995,7.5,31,13,246,1000,301,301,16-16
